asset_id,timestamp,temperature,vibration,pressure,rpm,voltage
ASSET_001,2026-01-20 08:09:00,71.20736111340427,3.115512728831156,31.731311373771753,1417.2597259717725,24.433561776328233
ASSET_001,2026-01-20 09:02:00,68.1439418916137,2.121416716192102,30.29150195601137,1301.6290471525363,24.953732883281326
ASSET_001,2026-01-20 10:07:00,76.04513111656536,2.4883849082017644,34.59609923888639,1414.2039762070633,23.750564114824066
ASSET_001,2026-01-20 11:02:00,72.07012935796155,0.6133511305594268,32.48376432467621,1700.4119513097803,24.90144543461202
ASSET_001,2026-01-20 12:04:00,69.16764723991726,3.4048497907670408,33.22209186591583,1551.0407097950451,24.004091450263186
ASSET_001,2026-01-20 13:01:00,67.87291336564306,,33.67868787846345,1217.6342947309263,23.70388212331815
ASSET_001,2026-01-20 14:05:00,75.20280170628502,3.7886569983287193,32.97997132785543,1462.102214607203,24.582502046311316
ASSET_001,2026-01-20 15:02:00,62.47391269709042,3.523278830470236,29.530574025511783,1412.4113105016825,23.488751919654234
ASSET_001,2026-01-20 16:04:00,67.68680506318894,4.211255966970933,27.84545655635821,1504.2390066104062,24.02243991646851
ASSET_001,2026-01-20 17:00:00,70.21314733504703,2.4236046986814377,28.55531142543015,1424.1570249396646,23.310271598342972
ASSET_002,2026-01-20 08:04:00,64.78879670091787,2.2828920686305,29.050551512032058,1440.1168336389424,22.850984200780044
ASSET_002,2026-01-20 09:08:00,76.23794973921515,3.080984009911501,27.8649149184059,1538.6323290001806,23.649234181907413
ASSET_002,2026-01-20 10:05:00,70.23108453646832,3.492155693445155,34.558572387723835,1721.5082283633749,23.800913034055245
ASSET_002,2026-01-20 11:05:00,65.04881000019257,2.809462101403142,30.38502963686494,1404.5511539821682,23.50361976941219
ASSET_002,2026-01-20 12:08:00,77.8981076294382,2.5485834211621894,28.056104367013983,1463.1617431388554,23.203894912023966
ASSET_002,2026-01-20 13:03:00,66.4100709282578,3.067739413039731,29.755971115231933,1660.4950876180087,
ASSET_002,2026-01-20 14:00:00,67.15475635253668,3.782316665113812,26.332963193380287,1460.53312576097,23.061049059455847
ASSET_002,2026-01-20 15:04:00,73.00494258906376,3.410041931563947,28.4526972209602,1715.5547313794534,23.762189923488595
ASSET_002,2026-01-20 16:05:00,66.36007451797657,3.0178005078183876,29.29682395521879,1794.5176779827373,24.684309320623953
ASSET_002,2026-01-20 17:09:00,78.43497817933061,3.8384924543382817,24.942645964893728,1450.8913811335306,21.817211450501723
ASSET_003,2026-01-20 08:04:00,67.5942824285751,3.5299698874913186,32.36194950357101,1453.679260062833,23.795350259647883
ASSET_003,2026-01-20 09:09:00,76.26830327138802,3.4723095013615666,29.14413968665829,1540.8854539931356,24.060897206520284
ASSET_003,2026-01-20 10:06:00,83.42180014718814,3.0248962145299183,28.380711426160627,1683.7720032342688,23.435439484737127
ASSET_003,2026-01-20 11:06:00,81.73374991043566,3.1137043085006617,30.221518554132807,1595.3716765483132,24.97048775633048
ASSET_003,2026-01-20 12:00:00,70.1926009248376,2.975919485071952,31.042417938164956,1517.5134793900766,23.48618151421571
ASSET_003,2026-01-20 13:08:00,73.87878150541519,4.064358249599408,30.499520114921598,1703.3199632166265,24.328241703419533
ASSET_003,2026-01-20 14:01:00,72.01570239596069,2.820974659735622,26.90610609561902,1561.9487064732914,23.31739974595126
ASSET_003,2026-01-20 15:02:00,69.26466122239336,3.1977025105062693,31.155312522547224,1559.951058259421,24.04337883426221
ASSET_003,2026-01-20 16:09:00,70.1748568663317,2.6486310255445407,29.665957343801907,1628.872401147189,24.643859433019855
ASSET_003,2026-01-20 17:01:00,72.73639466470414,3.673670391400316,25.53477539779587,1525.332770539996,24.49960862315917
ASSET_004,2026-01-20 08:09:00,77.17853136379318,3.7297275899949867,28.395650719028872,1690.1799365888323,23.84793576258763
ASSET_004,2026-01-20 09:07:00,,2.449749189254152,30.191268942121656,1527.7146243725892,23.399363161707228
ASSET_004,2026-01-20 10:08:00,66.37786717537757,3.7066770966968168,29.014000177419646,1457.528141094462,25.21344152275404
ASSET_004,2026-01-20 11:09:00,74.13671760880844,3.404839248036176,32.54834597816047,1382.0356640083387,24.099780952952358
ASSET_004,2026-01-20 12:05:00,70.22229117728988,1.9685671134338092,31.391339265618218,1284.3998321293275,23.25034658785471
ASSET_004,2026-01-20 13:02:00,66.3194619872979,2.51328721099084,32.52327778881532,1715.3684561280886,25.377836259650767
ASSET_004,2026-01-20 14:00:00,73.81365406215465,0.9737534676856603,33.39035893800458,1841.7630536937668,24.362301146126907
ASSET_004,2026-01-20 15:04:00,72.57972674423107,3.4019492226275063,32.18588575641822,1517.5391235301336,23.700947307162444
ASSET_004,2026-01-20 16:06:00,62.94475559838102,1.337051326509246,34.08281592216452,1440.4520270563462,24.572764381152766
ASSET_004,2026-01-20 17:00:00,80.50305479235065,3.8192168408317158,28.339821874026576,1542.2180238363749,23.067130417605814
ASSET_005,2026-01-20 08:02:00,56.47349180797036,1.4265994449703265,27.59524328829115,1673.3214157088553,24.159268208930683
ASSET_005,2026-01-20 09:06:00,74.429346338404,2.1748364237488076,30.439294954404733,1204.227599468226,24.27346574662948
ASSET_005,2026-01-20 10:02:00,68.67618363233265,4.0951270327613685,27.84031385488602,1519.1587179228566,23.891251077397374
ASSET_005,2026-01-20 11:05:00,74.14491272326413,4.449173158712263,32.64364790417643,1411.8962118710413,21.78803021891533
ASSET_005,2026-01-20 12:07:00,78.16516475895838,3.360019392776658,60.0,,22.57023050790831
ASSET_005,2026-01-20 13:08:00,68.87543754253429,2.0545339414165857,31.113921279954507,1439.349472607801,25.68895230376605
ASSET_005,2026-01-20 14:06:00,72.14886556677571,3.6857704911201177,27.803409567092135,1359.0917977871961,24.428004778731225
ASSET_005,2026-01-20 15:07:00,70.64759722667362,4.008389806010972,31.00433987942276,1515.1347339026097,24.054760293447764
ASSET_005,2026-01-20 16:00:00,76.02687872958353,2.9098293835945874,24.12688589883067,1510.114012497015,23.6315222952425
ASSET_005,2026-01-20 17:07:00,65.32018405441173,3.8521581374156786,28.85926220728669,1273.119515196018,23.940187619270876
ASSET_006,2026-01-20 08:06:00,64.99758251434756,2.153768300527581,27.307531677328413,1627.01603079633,24.340338794645447
ASSET_006,2026-01-20 09:08:00,71.95259643821797,0.9744033518804593,32.71443190018272,1565.4622183330346,23.71008059212504
ASSET_006,2026-01-20 10:07:00,65.14744428501598,0.5552589776767229,29.713300601536254,1509.24518083146,24.34232527409767
ASSET_006,2026-01-20 11:05:00,71.69121798521626,2.571642436618711,26.1284890467854,1573.8824143690551,24.18051442917206
ASSET_006,2026-01-20 12:06:00,72.05043263891726,1.8321146821609242,35.2838518568819,1603.517824396637,24.48684458446489
